аҿатә уасиаҭ	новый завет
Ҳашьа Аполлос иакәзар, даараӡа сиҳәеит, аишьцәа иманы шәара шәахь днеирц, аха макьана уахь, шәара шәышҟа, адәықәлара иҭахым, ианиманшәалахо днеиуеит.	А что до брата Аполлоса, я очень просил его, чтобы он с братиями пошел к вам, но он никак не хотел идти ныне, а придет, когда ему будет удобно.
Ишәымоу ахаҵара шәазықәгылаз, хацәаҵас шәыҟаз, шәыӷәӷәаз,	Бодрствуйте, стойте в вере, будьте мужественны, тверды.
Изқәышәкуа, иҟашәҵо зегьы бзиабарала, гәбылрала иҟашәҵала.	Все у вас да будет с любовью.
Сашьцәа, сшәыҳәоит: шәара ижәдыруеит Стефан иҩнаҭа иаҵанакуеи иареи Ахаиаҿ раԥхьаӡа акәны ахаҵара здызыкылаз, иазықәгылаз шракәу, урҭ рыԥсҭазаара ацқьацәа рмаҵура иазыркит,	Прошу вас, братия вы знаете семейство Стефаново, что оно есть начаток Ахаии и что они посвятили себя на служение святым,
Шәарҭгьы абас аиԥш иҟоу ҳаҭыр рықәышәҵала, шәырҿыԥшла, убас цхыраара ҟазҵо, џьабаа збауа зегьы.	будьте и вы почтительны к таковым и ко всякому содействующему и трудящемуся.
Сара сеигәырӷьеит Стефани, Фортунати, Ахаики раара: шәара шәыҟамзаара акала ихадырҭәааит,	Я рад прибытию Стефана, Фортуната и Ахаика: они восполнили для меня отсутствие ваше,
Урҭ шәареи сареи ҳгәы-ҳаԥсы дырҭынчит. Абас еиԥш иҟоу ауаа аҳаҭыр рыгышәмыжьын.	ибо они мой и ваш дух успокоили. Почитайте таковых.
Асиа иҟоу ауахәамақәа асалам шәырҭоит, ишәеихырхәоит, асалам цаҳә-цаҳә шәырҭоит Иҳақәиҭу ибзиабараҿ иҟоу Акилеи Прискиллеи, ишәеихырхәоит иара убас урҭ рыҩнаҭатә уахәамаҿ еизауа ауааԥсыра зегьы.	Приветствуют вас церкви Асийские, приветствуют вас усердно в Господе Акила и Прискилла с домашнею их церковью.
Асалам шәырҭоит абратәи аишьцәа рызынтәык. Иԥшьоу еибагәӡрала шәеизыҟаз.	Приветствуют вас все братия. Приветствуйте друг друга святым целованием.
Сара схаҭа, Павел, саламла, напылаҩырала иацысҵоит:	Мое, Павлово, приветствие собственноручно.
Иҳақәиҭу Иисус Христос бзиа дзымбо дышәизааит, дҳаҟәгазааит, маранафа даауеит Иҳақәиҭу.	Кто не любит Господа Иисуса Христа, анафема, маран-афа.
Иҳақәиҭу Иисус Христос илыԥха-игәыԥха шәымазааит,	Благодать Господа нашего Иисуса Христа с вами,
Христос Иисус иҿы еснагь бзиабарала сшәыцҟоуп. Амин.	и любовь моя со всеми вами во Христе Иисусе. Аминь.
Апостол павел коринфаа ирзишьҭыз аҩбатәи	Второе послание апостола павла к коринфянам
Анцәа игәаԥхарала Иисус Христос Иапостолс иалху Павели аешьа Тимофеии рахьтә, Коринф иҟоу Анцәа иуахәама, убас Ахаиа зегьы аҿтәи ацқьацәа рахь:	Павел, волею Божиею Апостол Иисуса Христа, и Тимофей брат, церкви Божией, находящейся в Коринфе, со всеми святыми по всей Ахаии:
Аб Анцәеи Иҳақәиҭу Иисус Христоси рылыԥхеи рзыразреи шәымазааит.	благодать вам и мир от Бога Отца нашего и Господа Иисуса Христа.
Хьӡи-ԥшеи имазааит Анцәа Иҳақәиҭу Иисус Христос Иаб, агәыразреи агәыжьжьареи Рынцәа.	Благословен Бог и Отец Господа нашего Иисуса Христа, Отец милосердия и Бог всякого утешения,
